Entity,Code,Year,Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh)
Africa,,1965,1006.3736,1064.3536,29.777592
Africa,,1966,980.1728,1123.739,32.45205
Africa,,1967,976.7317,1091.7719,31.268766
Africa,,1968,990.00665,1125.0367,30.886887
Africa,,1969,973.52277,1118.1862,35.162052
Africa,,1970,987.1568,1190.3859,42.546124
Africa,,1971,1021.13116,1264.5233,49.06941
Africa,,1972,998.12964,1326.809,64.09115
Africa,,1973,1034.6595,1391.1606,100.0773
Africa,,1974,1048.2109,1403.0577,109.63275
Africa,,1975,1080.2848,1431.352,128.45763
Africa,,1976,1119.8884,1519.1476,141.95807
Africa,,1977,1113.191,1573.9017,154.48024
Africa,,1978,1051.3849,1611.4974,214.25261
Africa,,1979,1083.9161,1647.8928,318.05634
Africa,,1980,1128.7816,1699.0265,388.15622
Africa,,1981,1282.7428,1786.5077,460.98764
Africa,,1982,1373.3988,1814.8057,483.27896
Africa,,1983,1357.6967,1836.3589,516.3851
Africa,,1984,1412.2949,1817.969,481.13828
Africa,,1985,1416.65,1812.8654,501.82892
Africa,,1986,1408.8351,1722.141,548.0153
Africa,,1987,1408.5153,1766.0182,549.89856
Africa,,1988,1472.529,1789.5295,592.94904
Africa,,1989,1345.2413,1799.1199,598.02026
Africa,,1990,1375.3315,1780.0607,624.6817
Africa,,1991,1303.3723,1743.2657,613.1459
Africa,,1992,1278.1522,1732.6211,626.95386
Africa,,1993,1264.9296,1706.7244,598.78076
Africa,,1994,1266.0471,1718.7582,611.2313
Africa,,1995,1273.5476,1734.3143,636.78467
Africa,,1996,1259.1172,1728.0862,651.8774
Africa,,1997,1259.8368,1739.336,623.30536
Africa,,1998,1201.4733,1737.8789,640.25085
Africa,,1999,1208.8739,1758.1605,630.73444
Africa,,2000,1176.7845,1719.7312,679.9203
Africa,,2001,1162.5586,1695.7262,756.00146
Africa,,2002,1085.7644,1693.3909,779.25494
Africa,,2003,1152.6593,1701.9529,806.4106
Africa,,2004,1236.9414,1737.3531,865.51917
Africa,,2005,1119.8132,1768.8193,870.81506
Africa,,2006,1107.5466,1740.8624,886.53125
Africa,,2007,1097.4657,1762.3778,922.1196
Africa,,2008,1178.39,1803.548,933.6526
Africa,,2009,1143.7477,1820.6796,915.423
Africa,,2010,1106.0737,1849.8702,930.04974
Africa,,2011,1061.2823,1774.9429,980.5272
Africa,,2012,1008.45184,1841.3318,1032.978
Africa,,2013,992.9583,1861.5714,1026.2018
Africa,,2014,1013.16754,1832.2784,1027.3871
Africa,,2015,935.1959,1833.832,1088.7954
Africa,,2016,967.12036,1803.0881,1096.0585
Africa,,2017,944.13727,1793.0621,1152.3038
Africa,,2018,903.39264,1775.2573,1198.9897
Africa,,2019,931.1402,1728.6422,1187.3976
Africa,,2020,878.3628,1510.4817,1133.144
Africa,,2021,859.5458,1608.9775,1267.2416
Africa,,2022,802.4401,1655.0615,1224.551
Africa,,2023,776.449,1615.1974,1172.4148
Algeria,DZA,1965,65.75259,1244.2393,600.14075
Algeria,DZA,1966,62.698406,1607.2358,611.9881
Algeria,DZA,1967,46.891083,1468.7021,580.6141
Algeria,DZA,1968,48.49147,1528.8707,596.8662
Algeria,DZA,1969,60.343834,1579.2673,767.30194
Algeria,DZA,1970,69.96926,1764.847,705.34467
Algeria,DZA,1971,18.957115,1944.6864,783.08215
Algeria,DZA,1972,16.10831,2086.0066,888.5282
Algeria,DZA,1973,18.090183,2225.03,1207.8057
Algeria,DZA,1974,14.582012,2411.5613,1364.3291
Algeria,DZA,1975,17.75042,2583.876,1811.7994
Algeria,DZA,1976,33.12684,2831.289,2041.6028
Algeria,DZA,1977,41.404335,3081.9358,2095.2983
Algeria,DZA,1978,20.446732,3096.9795,3269.7163
Algeria,DZA,1979,46.09241,3595.458,4487.468
Algeria,DZA,1980,39.719566,3532.7976,5839.9077
Algeria,DZA,1981,27.044617,3685.6887,7351.2935
Algeria,DZA,1982,485.55008,3778.6523,8070.5225
Algeria,DZA,1983,418.92966,4104.6304,8544.341
Algeria,DZA,1984,449.032,4393.9453,7256.925
Algeria,DZA,1985,452.94815,4362.454,6949.2666
Algeria,DZA,1986,449.79886,4283.666,7360.9546
Algeria,DZA,1987,521.6861,4201.6494,7304.621
Algeria,DZA,1988,477.32697,4090.7686,8007.922
Algeria,DZA,1989,392.96988,4175.921,7339.7373
Algeria,DZA,1990,300.3428,4381.6636,7645.5117
Algeria,DZA,1991,302.61072,4233.1133,7373.2754
Algeria,DZA,1992,351.3135,4160.7373,7437.8086
Algeria,DZA,1993,279.7561,4048.898,6527.0747
Algeria,DZA,1994,258.1021,3796.072,6735.466
Algeria,DZA,1995,253.19875,3621.82,7100.958
Algeria,DZA,1996,117.16412,3395.663,7166.1226
Algeria,DZA,1997,202.01363,3312.638,6582.9766
Algeria,DZA,1998,212.97617,3363.7388,6706.2153
Algeria,DZA,1999,224.96509,3259.015,6758.9854
Algeria,DZA,2000,183.28574,3351.218,6206.832
Algeria,DZA,2001,208.737,3422.1782,6324.227
Algeria,DZA,2002,270.29663,3743.8213,6160.971
Algeria,DZA,2003,219.85916,3842.4807,6424.146
Algeria,DZA,2004,258.6417,3960.2,6517.932
Algeria,DZA,2005,209.61511,4072.4167,6783.444
Algeria,DZA,2006,306.79333,4182.6045,6834.0645
Algeria,DZA,2007,259.0617,4601.8936,6879.9414
Algeria,DZA,2008,254.67209,4915.1836,7059.4375
Algeria,DZA,2009,160.59137,5118.031,7447.361
Algeria,DZA,2010,100.54844,5064.9863,7063.526
Algeria,DZA,2011,87.51887,5260.235,7332.8843
Algeria,DZA,2012,91.140854,5485.565,8017.6113
Algeria,DZA,2013,48.35552,5620.3384,8452.89
Algeria,DZA,2014,53.709003,5725.598,9311.576
Algeria,DZA,2015,39.11651,5971.919,9590.157
Algeria,DZA,2016,14.126908,5690.82,9567.8955
Algeria,DZA,2017,51.454483,5482.038,9593.051
Algeria,DZA,2018,138.69342,5432.916,10353.41
Algeria,DZA,2019,112.47274,5548.5127,10550.106
Algeria,DZA,2020,35.062637,4877.268,9976.61
Algeria,DZA,2021,70.288666,5007.1045,10899.758
Algeria,DZA,2022,48.433266,5052.051,11210.496
Algeria,DZA,2023,42.383976,5222.968,10151.243
Argentina,ARG,1965,383.38528,12479.375,1869.7122
Argentina,ARG,1966,311.19852,12671.285,1993.3472
Argentina,ARG,1967,344.5266,12775.62,2052.0903
Argentina,ARG,1968,329.6432,12841.15,2249.8
Argentina,ARG,1969,388.63998,13122.488,2207.0981
Argentina,ARG,1970,491.6619,11677.968,2455.4368
Argentina,ARG,1971,424.28192,12240.286,2609.164
Argentina,ARG,1972,351.4958,11993.199,2881.6074
Argentina,ARG,1973,379.54825,11878.162,3225.654
Argentina,ARG,1974,464.67725,11674.927,3356.5906
Argentina,ARG,1975,444.85757,10853.022,3382.5354
Argentina,ARG,1976,442.8479,11039.656,3747.177
Argentina,ARG,1977,412.0908,11441.949,3851.5889
Argentina,ARG,1978,494.3319,10952.181,3686.3547
Argentina,ARG,1979,453.21967,11593.968,3730.0603
Argentina,ARG,1980,397.6687,10598.399,4001.071
Argentina,ARG,1981,370.9164,9782.691,4115.9453
Argentina,ARG,1982,368.77783,9162.966,4603.13
Argentina,ARG,1983,329.50662,9133.3545,4872.904
Argentina,ARG,1984,240.85461,8563.011,5108.2637
Argentina,ARG,1985,349.97073,7841.8433,5140.7085
Argentina,ARG,1986,393.82132,8122.2524,5471.597
Argentina,ARG,1987,430.53174,8539.722,5392.661
Argentina,ARG,1988,434.58524,8468.091,6204.9414
Argentina,ARG,1989,463.3114,7658.6846,6421.702
Argentina,ARG,1990,375.82758,7046.2485,6045.7847
Argentina,ARG,1991,326.0463,7258.054,6068.988
Argentina,ARG,1992,362.48993,7528.1294,6472.0767
Argentina,ARG,1993,237.16255,7281.8145,6742.0317
Argentina,ARG,1994,204.85283,7582.0625,6837.929
Argentina,ARG,1995,212.15955,7426.967,7510.9277
Argentina,ARG,1996,219.46754,7341.881,8510.56
Argentina,ARG,1997,171.08888,7686.5083,7749.3784
Argentina,ARG,1998,227.34427,7818.3955,8188.8916
Argentina,ARG,1999,269.704,7833.1,8585.947
Argentina,ARG,2000,202.65689,7146.8154,8712.18
Argentina,ARG,2001,164.26819,6546.032,8066.8696
Argentina,ARG,2002,121.0583,6146.7207,7770.24
Argentina,ARG,2003,146.13724,6204.642,8785.439
Argentina,ARG,2004,246.18864,6586.3555,9519.077
Argentina,ARG,2005,280.56064,6825.2124,10055.924
Argentina,ARG,2006,251.38326,7126.3276,10297.3
Argentina,ARG,2007,360.12436,7839.497,10711.224
Argentina,ARG,2008,434.925,7851.157,10723.785
Argentina,ARG,2009,236.47763,7423.6875,10282.963
Argentina,ARG,2010,327.78683,7966.7827,10240.216
Argentina,ARG,2011,352.08057,8186.556,10558.529
Argentina,ARG,2012,325.82623,8593.353,10884.775
Argentina,ARG,2013,352.43954,9025.606,10858.592
Argentina,ARG,2014,371.09314,8871.545,10777.813
Argentina,ARG,2015,365.5849,8965.241,10784.959
Argentina,ARG,2016,279.11917,8608.202,11040.063
Argentina,ARG,2017,284.3127,8432.202,10963.67
Argentina,ARG,2018,308.6701,7984.619,10965.594
Argentina,ARG,2019,181.55925,7192.507,10405.27
Argentina,ARG,2020,222.3847,6399.2114,9754.6875
Argentina,ARG,2021,310.36655,7749.9053,10145.17
Argentina,ARG,2022,327.21323,9048.627,10075.26
Argentina,ARG,2023,279.4988,8551.495,9817.038
Asia,,1965,1369.7892,1182.8047,49.468105
Asia,,1966,1413.6195,1325.0911,55.706387
Asia,,1967,1337.4662,1461.6149,63.28375
Asia,,1968,1325.739,1597.4834,72.762924
Asia,,1969,1460.0359,1828.4958,87.629944
Asia,,1970,1604.2441,2073.8335,101.78914
Asia,,1971,1684.3048,2221.7744,113.42106
Asia,,1972,1711.1748,2386.5793,123.26622
Asia,,1973,1712.3218,2627.951,147.328
Asia,,1974,1716.1182,2542.8896,170.6484
Asia,,1975,1816.9825,2531.5742,191.68317
Asia,,1976,1823.404,2683.001,209.28896
Asia,,1977,1909.6033,2778.2375,248.97852
Asia,,1978,1965.9675,2865.2505,289.2964
Asia,,1979,2024.7999,2880.4565,345.9983
Asia,,1980,2102.7385,2657.463,353.75638
Asia,,1981,2129.466,2577.523,356.16254
Asia,,1982,2170.013,2527.5403,372.80328
Asia,,1983,2261.342,2589.2456,393.27432
Asia,,1984,2415.8413,2593.096,474.20798
Asia,,1985,2746.8723,2818.003,741.5375
Asia,,1986,2803.7227,2822.3467,817.79974
Asia,,1987,2941.2837,2895.4612,854.03876
Asia,,1988,3076.5623,3032.7947,898.9884
Asia,,1989,3140.2773,3104.218,956.47955
Asia,,1990,3136.4646,3203.307,975.6452
Asia,,1991,3200.9114,3268.3584,1014.44006
Asia,,1992,3246.62,3400.1914,1061.666
Asia,,1993,3341.8813,3482.118,1040.1064
Asia,,1994,3447.3228,3605.707,1106.6179
Asia,,1995,3447.5317,3723.037,1158.0789
Asia,,1996,3540.147,3828.8538,1221.3009
Asia,,1997,3495.229,3956.1821,1265.8647
Asia,,1998,3441.2747,3827.2515,1303.5251
Asia,,1999,3478.4756,3888.3442,1387.9868
Asia,,2000,3567.3088,3992.295,1444.4718
Asia,,2001,3685.5493,3976.457,1517.4331
Asia,,2002,3919.3242,4021.997,1583.731
Asia,,2003,4430.0537,4131.3306,1674.2323
Asia,,2004,4923.207,4339.9473,1780.9097
Asia,,2005,5530.0786,4366.3306,1890.296
Asia,,2006,5890.828,4431.538,1980.8645
Asia,,2007,6326.501,4503.998,2111.576
Asia,,2008,6427.771,4504.3257,2231.437
Asia,,2009,6566.531,4473.2334,2267.8665
Asia,,2010,6796.605,4681.893,2464.0093
Asia,,2011,7212.1377,4752.0435,2614.4404
Asia,,2012,7294.415,4903.8457,2719.0317
Asia,,2013,7358.8174,4941.8135,2755.2874
Asia,,2014,7393.554,4967.079,2843.3882
Asia,,2015,7236.8945,5095.5938,2911.818
Asia,,2016,7074.5596,5235.996,2891.4016
Asia,,2017,7170.8125,5329.595,3068.2048
Asia,,2018,7321.1694,5374.383,3184.5193
Asia,,2019,7435.273,5373.906,3243.0789
Asia,,2020,7374.31,5041.575,3308.7087
Asia,,2021,7680.2275,5180.083,3458.4817
Asia,,2022,7763.1016,5324.3867,3424.9648
Asia,,2023,8054.5605,5544.4917,3458.6023
Australia,AUS,1965,17785.008,17608.203,2.5947576
Australia,AUS,1966,18062.17,18464.033,3.3900719
Australia,AUS,1967,18227.447,19848.04,3.3279383
Australia,AUS,1968,18432.652,21225.518,25.323706
Australia,AUS,1969,18688.557,21392.29,336.35324
Australia,AUS,1970,18395.691,23040.455,1373.8723
Australia,AUS,1971,17898.441,23514.574,1987.6099
Australia,AUS,1972,18265.016,23385.406,2787.4714
Australia,AUS,1973,18721.242,24560.434,3483.1414
Australia,AUS,1974,19256.316,25649.025,3916.0251
Australia,AUS,1975,19625.86,25067.176,4152.843
Australia,AUS,1976,20073.379,25346.879,4849.4683
Australia,AUS,1977,20726.625,26251.754,5479.211
Australia,AUS,1978,21027.096,26536.057,5832.1577
Australia,AUS,1979,21730.727,26577.186,6637.167
Australia,AUS,1980,22083.273,25007.438,7525.0513
Australia,AUS,1981,22313.307,24274.412,8033.754
Australia,AUS,1982,22196.113,23525.756,7712.117
Australia,AUS,1983,21878.295,22148.744,8260.6875
Australia,AUS,1984,22844.332,22459.95,8043.7393
Australia,AUS,1985,23321.059,22268.533,8485.702
Australia,AUS,1986,23574.76,21586.738,9138.556
Australia,AUS,1987,24193.064,21712.33,9188.282
Australia,AUS,1988,25037.297,22379.21,9257.794
Australia,AUS,1989,25836.102,22870.438,9935.092
Australia,AUS,1990,26064.475,23046.951,9840.419
Australia,AUS,1991,26244.078,22074.732,9311.572
Australia,AUS,1992,26110.715,22263.646,9527.248
Australia,AUS,1993,26026.629,22823.7,9783.246
Australia,AUS,1994,26298.824,23345.28,10758.838
Australia,AUS,1995,26893.662,23761.453,10743.524
Australia,AUS,1996,27672,24106.03,10697.795
Australia,AUS,1997,28758.88,24228.771,10391.222
Australia,AUS,1998,29732.998,23974.746,10587.934
Australia,AUS,1999,31245.488,24262.357,10730.37
Australia,AUS,2000,31110.68,23976.355,10808.241
Australia,AUS,2001,30428.455,23746.979,11517.638
Australia,AUS,2002,30749.482,23720.402,11714.418
Australia,AUS,2003,31271.697,23364.629,11672.818
Australia,AUS,2004,32216.773,23653.416,11770.906
Australia,AUS,2005,31639.44,23731.322,11530.483
Australia,AUS,2006,32027.059,24118.875,12675.536
Australia,AUS,2007,31194.266,24303.893,13931.184
Australia,AUS,2008,31875.723,24130.219,13429.558
Australia,AUS,2009,30232.416,23274.232,13451.167
Australia,AUS,2010,27584.8,23584.307,14399.467
Australia,AUS,2011,26482.146,24469.271,14797.118
Australia,AUS,2012,24394.46,24700.266,14644.045
Australia,AUS,2013,22769.414,25010.486,15143.996
Australia,AUS,2014,22236.803,24518.047,16006.997
Australia,AUS,2015,22687.059,23941.701,16370.515
Australia,AUS,2016,22320.582,23618.209,15685.702
Australia,AUS,2017,21208.572,24369.559,15162.218
Australia,AUS,2018,20372.217,24405.658,14888.683
Australia,AUS,2019,19181.621,23811.162,17374.59
Australia,AUS,2020,18233.729,20332.41,16485.102
Australia,AUS,2021,17454.785,20658.836,15267.763
Australia,AUS,2022,16388.396,21719.309,16513.037
Australia,AUS,2023,15848.156,22756.195,15175.056
Austria,AUT,1965,8131.4688,8981.904,2411.129
Austria,AUT,1966,7713.1826,9805.988,2570.8564
Austria,AUT,1967,7246.9585,10378.516,2444.7644
Austria,AUT,1968,7118.2915,11932.6,2593.668
Austria,AUT,1969,6981.333,13069.197,3135.9243
Austria,AUT,1970,7481.8276,14338.809,3790.5999
Austria,AUT,1971,6832.4707,15950.691,4335.0586
Austria,AUT,1972,6159.2915,17120.32,4657.8315
Austria,AUT,1973,6087.7603,18450.338,5091.123
Austria,AUT,1974,6413.4,16483.771,5508.992
Austria,AUT,1975,5588.0894,16703.238,5516.9604
Austria,AUT,1976,5957.552,18167.67,6294.712
Austria,AUT,1977,4995.8354,17391.002,6412.6416
Austria,AUT,1978,5079.492,18725.535,6675.4736
Austria,AUT,1979,5523.1807,19530.852,6630.074
Austria,AUT,1980,5675.304,19064.092,6369.4688
Austria,AUT,1981,5795.421,17264.79,6056.327
Austria,AUT,1982,5508.381,16364.553,5858.3486
Austria,AUT,1983,5907.5513,15885.439,5987.088
Austria,AUT,1984,6732.282,15452.467,6666.5957
Austria,AUT,1985,6719.6816,15470.002,7139.75
Austria,AUT,1986,5986.656,16283.107,6927.389
Austria,AUT,1987,5934.653,16753.037,7221.7437
Austria,AUT,1988,5674.3647,16611.531,6907.5215
Austria,AUT,1989,5673.3154,16303.426,7383.766
Austria,AUT,1990,6204.1855,16595.193,8065.772
Austria,AUT,1991,6443.2676,17648.236,8466.637
Austria,AUT,1992,4958.89,17107.76,8223.918
Austria,AUT,1993,4422.2407,17303.11,8578.122
Austria,AUT,1994,4467.903,16980.713,8789.952
Austria,AUT,1995,5075.7715,17065.402,9582.779
Austria,AUT,1996,5090.436,18579.627,10186.031
Austria,AUT,1997,5393.1855,18473.979,9806.06
Austria,AUT,1998,4742.96,19470.982,10056.26
Austria,AUT,1999,4715.702,18468.627,10251.997
Austria,AUT,2000,5301.8506,18189.092,9762.921
Austria,AUT,2001,5457.8354,19296.764,10309.173
Austria,AUT,2002,5517.978,19541.531,10086.078
Austria,AUT,2003,5855.5513,20643.83,11037.999
Austria,AUT,2004,5700.0464,20824.805,11074.526
Austria,AUT,2005,5680.119,20753.68,11580.974
Austria,AUT,2006,5645.395,20545.979,10829.038
Austria,AUT,2007,5430.554,19680.36,10212.395
Austria,AUT,2008,5350.8315,19072.338,10898.219
Austria,AUT,2009,4010.6697,17927.105,10586.094
Austria,AUT,2010,4704.5874,18424.117,11494.689
Austria,AUT,2011,4815.887,17288.213,10775.343
Austria,AUT,2012,4462.942,16885.926,10230.733
Austria,AUT,2013,4496.881,17176.494,9670.877
Austria,AUT,2014,4097.9536,16545.766,8788.811
Austria,AUT,2015,4396.805,16528.396,9219.747
Austria,AUT,2016,4057.4336,16729.252,9548.673
Austria,AUT,2017,4156.245,16644.365,10309.585
Austria,AUT,2018,3651.931,16844.361,9826.255
Austria,AUT,2019,3822.6252,17252.488,10023.088
Austria,AUT,2020,3259.157,14934.065,9572.81
Austria,AUT,2021,3380.58,15715.469,10104.632
Austria,AUT,2022,3203.5107,15105.017,8851.414
Austria,AUT,2023,2984.3828,15071.851,7680.8887
Azerbaijan,AZE,1985,155.26595,14102.963,19273.11
Azerbaijan,AZE,1986,152.65228,14526.389,21053.773
Azerbaijan,AZE,1987,150.00797,13434.894,20433.742
Azerbaijan,AZE,1988,147.35406,13516.213,19821.426
Azerbaijan,AZE,1989,145.59505,13022.565,20576.738
Azerbaijan,AZE,1990,139.35005,13516.019,20762.246
Azerbaijan,AZE,1991,103.36727,12841.299,19575.945
Azerbaijan,AZE,1992,18.259026,12340.08,15015.425
Azerbaijan,AZE,1993,4.5076866,12151.686,10945.094
Azerbaijan,AZE,1994,5.947412,11015.117,10131.55
Azerbaijan,AZE,1995,4.4224257,9845.849,9929.206
Azerbaijan,AZE,1996,4.389172,8777.341,7219.541
Azerbaijan,AZE,1997,4.3612127,8300.265,6831.7803
Azerbaijan,AZE,1998,0,8689.544,6342.7383
Azerbaijan,AZE,1999,0,8300.428,6746.289
Azerbaijan,AZE,2000,0,9119.347,6450.1157
Azerbaijan,AZE,2001,4.212735,5746.673,9149.496
Azerbaijan,AZE,2002,2.7782662,5219.4736,9076.691
Azerbaijan,AZE,2003,4.1229753,6016.3423,9208.416
Azerbaijan,AZE,2004,1.2505144,6378.218,10679.451
Azerbaijan,AZE,2005,4.326196,7370.2305,10903.606
Azerbaijan,AZE,2006,4.2733197,6517.206,11385.688
Azerbaijan,AZE,2007,6.576504,6361.3394,9894.755
Azerbaijan,AZE,2008,5.0372066,4926.654,11167.901
Azerbaijan,AZE,2009,5.394346,4150.0327,9410.444
Azerbaijan,AZE,2010,5.2414856,4031.9407,8831.702
Azerbaijan,AZE,2011,4.5143623,5232.3975,9546.4375
Azerbaijan,AZE,2012,4.5361266,5407.0693,9885.067
Azerbaijan,AZE,2013,3.9957104,5794.9062,9795.818
Azerbaijan,AZE,2014,2.4464822,5631.375,10115.549
Azerbaijan,AZE,2015,3.5061982,5637.09,11300.825
Azerbaijan,AZE,2016,1.386626,5532.422,10956.665
Azerbaijan,AZE,2017,1.1445861,5530.329,10541.162
Azerbaijan,AZE,2018,0.83175814,6179.835,10653.323
Azerbaijan,AZE,2019,0.75194216,6172.2104,11521.07
Azerbaijan,AZE,2020,0.4483357,5615.1157,12024.156
Azerbaijan,AZE,2021,0.15083455,6335.624,12428.439
Azerbaijan,AZE,2022,0.075089,6686.5195,13145.506
Azerbaijan,AZE,2023,0.07469545,6851.4785,14522.323
Bangladesh,BGD,1971,15.897193,118.978386,53.63159
Bangladesh,BGD,1972,15.6746645,143.03516,52.881023
Bangladesh,BGD,1973,19.854012,157.5393,82.66063
Bangladesh,BGD,1974,17.2118,159.83434,97.50635
Bangladesh,BGD,1975,19.453613,182.48637,66.35679
Bangladesh,BGD,1976,18.797548,193.09845,94.88894
Bangladesh,BGD,1977,19.193016,185.86148,103.963776
Bangladesh,BGD,1978,18.163181,193.23328,107.669525
Bangladesh,BGD,1979,13.199944,208.921,120.4474
Bangladesh,BGD,1980,17.20879,229.84697,146.44536
Bangladesh,BGD,1981,17.233843,230.89757,158.01616
Bangladesh,BGD,1982,20.311281,221.57127,199.59097
Bangladesh,BGD,1983,11.1810665,192.73329,216.01495
Bangladesh,BGD,1984,4.3554873,189.04362,242.69894
Bangladesh,BGD,1985,5.9363713,205.69975,268.66104
Bangladesh,BGD,1986,8.754239,216.49646,295.81387
Bangladesh,BGD,1987,13.477642,208.433,339.8929
Bangladesh,BGD,1988,13.5853615,204.34805,391.4844
Bangladesh,BGD,1989,13.85395,218.71628,405.15952
Bangladesh,BGD,1990,30.542793,207.45038,426.9063
Bangladesh,BGD,1991,9.577786,188.78,431.2181
Bangladesh,BGD,1992,8.828473,206.73882,461.66254
Bangladesh,BGD,1993,3.2287917,227.20375,506.9931
Bangladesh,BGD,1994,2.966373,232.29558,527.4901
Bangladesh,BGD,1995,31.680904,295.88672,572.3867
Bangladesh,BGD,1996,17.068354,297.02542,603.65826
Bangladesh,BGD,1997,30.769281,334.94913,582.8678
Bangladesh,BGD,1998,8.69455,362.3288,618.12756
Bangladesh,BGD,1999,4.2189364,317.02026,661.14703
Bangladesh,BGD,2000,29.695297,305.64832,701.13434
Bangladesh,BGD,2001,30.902456,358.218,770.3479
Bangladesh,BGD,2002,31.67692,319.63806,795.5235
Bangladesh,BGD,2003,29.76579,321.5577,840.89075
Bangladesh,BGD,2004,29.31731,329.50748,889.1315
Bangladesh,BGD,2005,59.242363,333.51413,941.24713
Bangladesh,BGD,2006,88.929214,331.43185,1007.0452
Bangladesh,BGD,2007,71.8169,317.15332,1064.0214
Bangladesh,BGD,2008,74.92756,312.15332,1126.1361
Bangladesh,BGD,2009,92.80298,292.5966,1277.8369
Bangladesh,BGD,2010,58.465527,320.99707,1297.4985
Bangladesh,BGD,2011,85.98266,399.56973,1303.6427
Bangladesh,BGD,2012,70.0708,449.44836,1402.8658
Bangladesh,BGD,2013,95.82806,452.11618,1425.2267
Bangladesh,BGD,2014,59.957474,491.56314,1476.1526
Bangladesh,BGD,2015,194.08864,587.2423,1638.0956
Bangladesh,BGD,2016,144.16797,601.50037,1655.413
Bangladesh,BGD,2017,155.24147,669.08264,1643.6134
Bangladesh,BGD,2018,174.53654,758.74243,1675.7294
Bangladesh,BGD,2019,290.39395,736.31866,1868.9635
Bangladesh,BGD,2020,312.66595,613.5466,1786.8323
Bangladesh,BGD,2021,249.83418,830.0107,1807.3682
Bangladesh,BGD,2022,323.6042,1001.2592,1675.789
Bangladesh,BGD,2023,452.66644,831.5146,1626.2032
Belarus,BLR,1985,2478.2236,29244.447,8539.424
Belarus,BLR,1986,2692.88,34319.715,8644.532
Belarus,BLR,1987,2600.6772,33718.176,9692.067
Belarus,BLR,1988,2769.2832,32464.283,11154.0625
Belarus,BLR,1989,2704.4011,30240.533,11685.299
Belarus,BLR,1990,2369.4814,29906.248,12401.083
Belarus,BLR,1991,2244.5984,29263.934,12942.598
Belarus,BLR,1992,1866.2043,21609.281,15003.78
Belarus,BLR,1993,1602.0305,16643.604,13914.711
Belarus,BLR,1994,1122.9891,13604.063,12170.004
Belarus,BLR,1995,1058.1376,11883.038,11017.368
Belarus,BLR,1996,1287.2732,11716.043,11630.61
Belarus,BLR,1997,1361.1412,10291.534,13348.845
Belarus,BLR,1998,1213.019,9762.354,13573.856
Belarus,BLR,1999,1130.7856,8972.6045,13892.896
Belarus,BLR,2000,1128.2345,8912.532,14813.665
Belarus,BLR,2001,814.4643,8670.459,14808.596
Belarus,BLR,2002,773.2753,9188.223,15335.155
Belarus,BLR,2003,732.84906,9366.997,15180.664
Belarus,BLR,2004,722.6145,9236.848,18534.9
Belarus,BLR,2005,803.1928,8655.475,19126.666
Belarus,BLR,2006,723.53485,10219.108,19640.877
Belarus,BLR,2007,822.3318,9341.007,19816.361
Belarus,BLR,2008,769.59393,9334.763,20373.723
Belarus,BLR,2009,735.4981,10808.108,17352.412
Belarus,BLR,2010,771.4541,9312.492,21300.438
Belarus,BLR,2011,929.08527,10163.306,19806.549
Belarus,BLR,2012,948.9979,12490.483,20023.305
Belarus,BLR,2013,1007.5479,9370.449,19884.422
Belarus,BLR,2014,999.24835,9600.456,19725.553
Belarus,BLR,2015,887.9679,8082.411,18451.326
Belarus,BLR,2016,975.26514,8683.838,18322.324
Belarus,BLR,2017,1008.7131,8636.338,18756.688
Belarus,BLR,2018,1514.9894,10052.077,19920.71
Belarus,BLR,2019,1598.9193,10267.477,19810.375
Belarus,BLR,2020,1010.4387,9924.473,18425.863
Belarus,BLR,2021,1033.3287,9440.778,19587.965
Belarus,BLR,2022,1140.9655,8755.197,19362.898
Belarus,BLR,2023,1185.3037,8893.477,17670.684
Belgium,BEL,1965,23686.25,20023.686,78.09104
Belgium,BEL,1966,21484.105,20310.373,140.13141
Belgium,BEL,1967,20976.61,22283.398,531.30615
Belgium,BEL,1968,21563.271,25758.953,1287.01
Belgium,BEL,1969,20922.45,29608.408,2641.2346
Belgium,BEL,1970,19641.406,32174.01,4128.175
Belgium,BEL,1971,16202.206,32846.41,5670.65
Belgium,BEL,1972,15420.504,35408.453,7124.8857
Belgium,BEL,1973,12903.781,37071.83,8539.511
Belgium,BEL,1974,13772.343,32586.107,9986.268
Belgium,BEL,1975,10270.873,30879.48,9852.555
Belgium,BEL,1976,10692.52,32176.928,10396.591
Belgium,BEL,1977,10830.905,31606.168,10215.175
Belgium,BEL,1978,11075.693,33677.92,10114.535
Belgium,BEL,1979,12322.566,33422.957,11035.641
Belgium,BEL,1980,12403.565,30844.746,10543.455
Belgium,BEL,1981,12829.924,28229.623,9709.919
Belgium,BEL,1982,12832.118,26693.303,8083.953
Belgium,BEL,1983,10940.031,24198.533,8392.896
Belgium,BEL,1984,12678.1045,23396.945,8654.442
Belgium,BEL,1985,12633.589,23731.38,8690.213
Belgium,BEL,1986,10771.781,26795.002,7796.9644
Belgium,BEL,1987,10706.134,26953.768,8587.329
Belgium,BEL,1988,10799.416,27750.291,8459.981
Belgium,BEL,1989,11324.606,27201.467,9383.383
Belgium,BEL,1990,12413.365,28022.373,9608.703
Belgium,BEL,1991,11841.412,29965.412,10221.014
Belgium,BEL,1992,10566.638,30477.2,10502.842
Belgium,BEL,1993,9982.202,29899.82,10961.356
